pid,bl,tr,trial,condition,acc,drt
6,57,22,1232,blank,1,13
6,58,10,1242,congruent,1,9
6,58,12,1244,incongruent,1,13
6,58,20,1252,congruent,1,8
6,59,3,1257,congruent,1,8
6,59,5,1259,incongruent,0,8
6,59,9,1263,incongruent,0,6
6,59,21,1275,congruent,0,14
6,60,12,1288,incongruent,0,8
6,60,15,1291,congruent,1,9
6,60,22,1298,congruent,1,9
6,61,9,1307,congruent,1,6
6,61,11,1309,congruent,1,10
6,61,12,1310,incongruent,1,13
6,62,11,1331,incongruent,1,13
6,62,13,1333,congruent,1,8
6,62,17,1337,incongruent,1,13
6,62,21,1341,congruent,1,8
6,63,6,1348,congruent,1,6
6,63,21,1363,incongruent,0,8
6,63,22,1364,congruent,1,15
6,64,1,1365,blank,1,14
6,64,2,1366,blank,1,15
6,64,3,1367,blank,1,13
6,64,4,1368,blank,1,10
6,64,5,1369,blank,1,13
6,64,6,1370,blank,1,12
6,64,7,1371,blank,1,11
6,64,8,1372,blank,1,11
6,64,9,1373,blank,1,9
6,64,10,1374,blank,1,13
6,64,11,1375,blank,1,12
6,64,12,1376,blank,1,10
6,64,13,1377,blank,0,9
6,64,14,1378,blank,1,11
6,64,15,1379,blank,1,10
6,64,16,1380,blank,1,9
6,64,17,1381,blank,1,9
6,64,18,1382,blank,1,8
6,64,19,1383,blank,1,12
6,64,20,1384,blank,1,11
6,64,21,1385,blank,1,10
6,64,22,1386,blank,1,13
6,65,9,1395,congruent,1,9
6,65,17,1403,congruent,1,7
6,65,18,1404,incongruent,0,6
6,65,19,1405,incongruent,0,7
6,66,2,1410,congruent,1,8
6,66,11,1419,incongruent,0,6
6,66,18,1426,congruent,1,15
6,67,2,1432,congruent,1,9
6,67,5,1435,incongruent,0,8
6,67,7,1437,congruent,1,9
6,67,20,1450,incongruent,0,7
6,68,1,1453,congruent,1,11
6,68,3,1455,incongruent,0,8
6,68,5,1457,congruent,1,10
6,68,13,1465,incongruent,0,7
6,69,4,1478,incongruent,1,14
6,69,6,1480,congruent,1,7
6,69,8,1482,incongruent,1,12
6,69,21,1495,congruent,1,9
6,70,1,1497,congruent,1,12
6,70,3,1499,congruent,1,10
6,70,4,1500,incongruent,0,7
6,70,11,1507,incongruent,0,7
6,71,1,1519,blank,1,12
6,71,2,1520,blank,1,14
6,71,3,1521,blank,1,11
6,71,4,1522,blank,1,11
6,71,5,1523,blank,1,11
6,71,6,1524,blank,1,13
6,71,7,1525,blank,1,11
6,71,8,1526,blank,1,9
6,71,9,1527,blank,0,8
6,71,10,1528,blank,1,12
6,71,11,1529,blank,1,10
6,71,12,1530,blank,1,11
6,71,13,1531,blank,1,12
6,71,14,1532,blank,1,12
6,71,15,1533,blank,1,12
6,71,16,1534,blank,1,11
6,71,17,1535,blank,1,12
6,71,18,1536,blank,1,11
6,71,19,1537,blank,1,10
6,71,20,1538,blank,1,11
6,71,21,1539,blank,1,11
6,71,22,1540,blank,1,11
